priority,verdict,skip_reason,type,pr,title,author,merged_by,reviewers,subsystems,merged_at,labels,additions,deletions,files_in_release,files_total,files_existing,files_new,merge_sha,url
70,CANDIDATE,,runtime_bug,#31590,[Bugfix] Replace BaseException with specific exceptions in FLA utils,c0de128,vllm-bot,gemini-code-assist; njhill,kernels,2026-01-02,ready,1,1,1,1,vllm/model_executor/layers/fla/ops/utils.py,,5fff44064b38012d5675d54620dc3dc3c28eb522,https://github.com/vllm-project/vllm/pull/31590
70,CANDIDATE,,runtime_bug,#31540,[Bugfix] Fix block size used in EAGLE slot mapping,benchislett,vllm-bot,gemini-code-assist; copilot-pull-request-reviewer; pavanimajety; mgoin,spec_decode,2026-01-02,"bug, speculative-decoding, ready, v1",8,9,1,1,vllm/v1/spec_decode/eagle.py,,ea53ca5e8583b2154ffd8041dfc8735929a58105,https://github.com/vllm-project/vllm/pull/31540
70,CANDIDATE,,runtime_bug,#31103,[Bugfix] Fix weight_loader v1 block scale,kyuyeunk,DarkLight1337,gemini-code-assist; chatgpt-codex-connector; yaochengji,kernels,2026-01-02,ready,40,27,1,1,vllm/model_executor/layers/linear.py,,cc410e864480aee7fc01cfc6017abca677b198df,https://github.com/vllm-project/vllm/pull/31103
70,CANDIDATE,,runtime_bug,#31663,[Bugfix] Fix  AttributeError: 'Stream' object has no attribute 'dp_size',jeejeelee,DarkLight1337,gemini-code-assist; DarkLight1337,lora,2026-01-05,ready,0,1,1,1,vllm/lora/layers/fused_moe.py,,f099cd557a82f62f5368904d15f39d4dd672e6e9,https://github.com/vllm-project/vllm/pull/31663
70,CANDIDATE,,runtime_bug,#31455,[Bugfix] Fix EPLB state logging error,tlrmchlsmth,chaunceyjiang,gemini-code-assist; chaunceyjiang,distributed,2026-01-05,ready,1,1,1,1,vllm/distributed/eplb/eplb_state.py,,fe8a9fbd2e2b3c3443c599bae05c24d3501a901e,https://github.com/vllm-project/vllm/pull/31455
70,CANDIDATE,,runtime_bug,#31643,[Bugfix][CPU] Fix RotaryEmbedding fallback causing gibberish with --enforce-eager,ricky-chaoju,bigPYJ1151,gemini-code-assist; bigPYJ1151; ProExpertProg; ricky-chaoju,kernels,2026-01-05,ready,25,2,2,2,vllm/model_executor/custom_op.py | vllm/model_executor/layers/rotary_embedding/base.py,,c455b771fdfd9185ca5c20d315c07dd5390b5459,https://github.com/vllm-project/vllm/pull/31643
70,CANDIDATE,,runtime_bug,#31644,[Bugfix] Add missing extra_tensors arg to DeviceCommunicatorBase.disp…,kzwrime,bigPYJ1151,gemini-code-assist; bigPYJ1151,distributed,2026-01-05,ready,9,5,2,2,vllm/distributed/device_communicators/base_device_communicator.py | vllm/distributed/device_communicators/xpu_communicator.py,,21156ff1999f180c95176d4be9b9efb16dcb8473,https://github.com/vllm-project/vllm/pull/31644
70,CANDIDATE,,runtime_bug,#31150,[BugFix] Fix architecture flags to prevent issues on SM103,LopezCastroRoberto,mgoin,gemini-code-assist; mgoin,,2026-01-05,"ready, ci/build, nvidia",13,5,2,2,cmake/external_projects/qutlass.cmake | tools/flashinfer-build.sh,,fdcc5176beb70e801d9baae14f992819b1ffcffb,https://github.com/vllm-project/vllm/pull/31150
70,CANDIDATE,,runtime_bug,#31650,[Bugfix] Fix torch.compile error for DP + MoE on CPU Backend,kzwrime,bigPYJ1151,gemini-code-assist; bigPYJ1151,kernels,2026-01-06,ready,2,2,1,1,vllm/model_executor/layers/fused_moe/layer.py,,bf0f3a4638869e3fdb2df38b61f41557acc69dfe,https://github.com/vllm-project/vllm/pull/31650
70,CANDIDATE,,runtime_bug,#31806,[Bugfix]: Fix cross attention backend selection for Turing GPU,Isotr0py,Isotr0py,gemini-code-assist; noooop,,2026-01-06,ready,9,5,1,1,vllm/attention/layers/cross_attention.py,,02809af1e7cdf63bcf0d73b63a35ad3ea5c6fb81,https://github.com/vllm-project/vllm/pull/31806
70,CANDIDATE,,runtime_bug,#31817,[Bugfix] Handle mistral tokenizer in get_hf_processor,DarkLight1337,Isotr0py,noooop; gemini-code-assist,multimodal,2026-01-06,"ready, v1, multi-modality",7,1,1,1,vllm/multimodal/processing.py,,309a8f66ee0daec7dbee5030dac1bcfcfad7b3ec,https://github.com/vllm-project/vllm/pull/31817
70,CANDIDATE,,runtime_bug,#31676,[Bugfix][Kernel] fix bias adding in triton kernel implemented fused moe,xuebwang-amd,mgoin,gemini-code-assist; mgoin,kernels,2026-01-07,"bug, ready, gpt-oss",8,5,1,1,vllm/model_executor/layers/fused_moe/fused_moe.py,,0dd5dee9b9bc88453f5f3eacfde751e6b9ba4871,https://github.com/vllm-project/vllm/pull/31676
70,CANDIDATE,,runtime_bug,#31745,[Bugfix] Remove the num_hidden_layers override for glm4_moe,andyl98,DarkLight1337,gemini-code-assist; Isotr0py,config,2026-01-08,ready,0,1,1,1,vllm/config/speculative.py,,e5173d3bac054edc1b556005d804a5acf94eaf15,https://github.com/vllm-project/vllm/pull/31745
70,CANDIDATE,,runtime_bug,#31969,[Bugfix]: Fix Step3ReasoningParser missing is_reasoning_end_streaming,chaunceyjiang,DarkLight1337,gemini-code-assist; DarkLight1337,,2026-01-08,ready,6,0,1,1,vllm/reasoning/step3_reasoning_parser.py,,eaba8ece7700cbeba380530748847f1f5a672733,https://github.com/vllm-project/vllm/pull/31969
70,CANDIDATE,,runtime_bug,#31992,[Bugfix] Fix typo in FusedMoE LoRA reshape comment,xyang16,vllm-bot,gemini-code-assist; jeejeelee,lora,2026-01-09,,1,1,1,1,vllm/lora/model_manager.py,,8413868dab334b23cf8684671eccda3fdd96cc70,https://github.com/vllm-project/vllm/pull/31992
70,CANDIDATE,,runtime_bug,#31949,[Bugfix] Fix FusedMoE LoRA w2_output_size,xyang16,robertgshaw2-redhat,gemini-code-assist; jeejeelee,lora,2026-01-09,ready,1,1,1,1,vllm/lora/layers/fused_moe.py,,707b240d7e7523c652b8a5b075ffc1ee9e1120ae,https://github.com/vllm-project/vllm/pull/31949
70,CANDIDATE,,runtime_bug,#30585,[Bugfix] Fix Triton FusedMoE LoRA,xyang16,jeejeelee,gemini-code-assist; varun-sundar-rabindranath; xyang16; jeejeelee,kernels,2026-01-09,"ready, v1, gpt-oss",53,37,3,3,pyproject.toml | tests/lora/test_gptoss_tp.py | vllm/model_executor/layers/fused_moe/gpt_oss_triton_kernels_moe.py,,e7b68f4d6c7e4b71820994566b7317f24e613b2e,https://github.com/vllm-project/vllm/pull/30585
70,CANDIDATE,,runtime_bug,#31616,[Bugfix] Narrow broad exceptions in compilation backends,c0de128,ProExpertProg,gemini-code-assist; ProExpertProg; cursor,,2026-01-10,ready,1,1,1,1,vllm/compilation/backends.py,,4dc0d606b78eb8dbb5e833ab45d3fbb1378edf35,https://github.com/vllm-project/vllm/pull/31616
70,CANDIDATE,,runtime_bug,#32076,[Bugfix] fix offline chat output prompt,andyxning,DarkLight1337,gemini-code-assist; DarkLight1337,,2026-01-10,"documentation, ready",13,7,1,1,examples/offline_inference/basic/chat.py,,14fc7a68c7d671d7bcea951a7edc6ac718ced964,https://github.com/vllm-project/vllm/pull/32076
70,CANDIDATE,,runtime_bug,#31657,[Bugfix] Fix integer overflow in Gemma3n audio processing,jeremyteboul,DarkLight1337,gemini-code-assist; DarkLight1337; jeremyteboul; NickLucche,models,2026-01-10,"ready, multi-modality",239,32,2,3,tests/models/multimodal/processing/test_gemma3.py | vllm/model_executor/models/gemma3n_mm.py,vllm/model_executor/models/gemma3n_audio_utils.py,07286ec5a6edf3a7a3623ddfc8db6a24b1d3c70a,https://github.com/vllm-project/vllm/pull/31657
70,CANDIDATE,,runtime_bug,#31341,[BugFix] Wait for compute before offloading KV to CPU,orozery,njhill,gemini-code-assist; njhill; orozery; cursor,distributed,2026-01-10,"ready, v1, kv-connector",44,30,3,3,tests/v1/kv_connector/unit/test_offloading_connector.py | vllm/distributed/kv_transfer/kv_connector/v1/offloading_connector.py | vllm/v1/kv_offload/worker/cpu_gpu.py,,2a4dbe24eadcb8e0354e47f608b53399aec52c43,https://github.com/vllm-project/vllm/pull/31341
70,CANDIDATE,,runtime_bug,#32031,[NIXL][Bugfix] Failure logging overhaul + early metadata free on failure,NickLucche,tlrmchlsmth,gemini-code-assist; tlrmchlsmth; cursor; NickLucche,distributed,2026-01-12,"ready, v1, kv-connector",234,28,2,2,tests/v1/kv_connector/unit/test_nixl_connector.py | vllm/distributed/kv_transfer/kv_connector/v1/nixl_connector.py,,f8bd8394e3d06c18088d3f1a1944ca6001142400,https://github.com/vllm-project/vllm/pull/32031
70,CANDIDATE,,runtime_bug,#32169,[BugFix] [KVConnector] Fix KV events for LMCache connector,hickeyma,NickLucche,gemini-code-assist; NickLucche,distributed,2026-01-13,"ready, kv-connector",1,1,1,1,vllm/distributed/kv_transfer/kv_connector/v1/lmcache_connector.py,,510265472cb216daf7d8e83db6fa03ce48b0f5fc,https://github.com/vllm-project/vllm/pull/32169
70,CANDIDATE,,runtime_bug,#32312,[Bugfix] Fix stale `common_attn_metadata.max_seq_len` in speculative decoding with Eagle,ofirzaf,LucasWilkinson,gemini-code-assist; benchislett; LucasWilkinson,spec_decode,2026-01-15,"bug, speculative-decoding, ready, v1",6,0,1,1,vllm/v1/spec_decode/eagle.py,,e9ec2a72d845e1f3374c6de68e361edc6258c891,https://github.com/vllm-project/vllm/pull/32312
70,CANDIDATE,,runtime_bug,#32416,[BugFix] Python file source reading can fail on UnicodeDecodeError,zou3519,luccafong,gemini-code-assist; zou3519; luccafong,,2026-01-15,"bug, ready",1,1,1,1,vllm/compilation/backends.py,,bd292be0c0fcdd139576fd83c8715af2eab4ca4f,https://github.com/vllm-project/vllm/pull/32416
70,CANDIDATE,,runtime_bug,#32418,[EPLB][BugFix]Possible deadlock fix,ilmarkov,tlrmchlsmth,tlrmchlsmth,distributed,2026-01-16,"bug, ready",17,2,1,1,vllm/distributed/eplb/eplb_state.py,,c9a533079cc8c991c527eab029dbc990b4dc9d5d,https://github.com/vllm-project/vllm/pull/32418
70,CANDIDATE,,runtime_bug,#32340,[Nixl][Bugfix] Track `nixl_num_kv_expired_reqs` metric in Prometheus,NickLucche,markmc,gemini-code-assist; markmc,distributed,2026-01-19,"bug, ready, kv-connector",31,6,1,1,vllm/distributed/kv_transfer/kv_connector/v1/nixl_connector.py,,758df5afe7ac8cdc8141fd25f472ee3632377d90,https://github.com/vllm-project/vllm/pull/32340
70,CANDIDATE,,runtime_bug,#31391,[Bugfix] Fix byte fallback handling when using outlines ,Alnusjaponica,mgoin,gemini-code-assist; mgoin,,2026-01-20,"bug, documentation, structured-output, ready, v1",9,2,2,2,vllm/v1/structured_output/backend_outlines.py | vllm/v1/structured_output/utils.py,,86c69dc54cc813b714afe8b123da64dcbbbd035e,https://github.com/vllm-project/vllm/pull/31391
70,CANDIDATE,,runtime_bug,#32749,[Bugfix] Force using spawn multiprocess method when it's the WSL platform,jasonyanwenl,DarkLight1337,gemini-code-assist; DarkLight1337,,2026-01-21,"bug, ready",4,0,1,1,vllm/utils/system_utils.py,,6bb2bc71e299c2f0d9ecb1fcebe54aa64e658307,https://github.com/vllm-project/vllm/pull/32749
70,CANDIDATE,,runtime_bug,#32818,[Bugfix] Fix potential EAGLE spec decode segfault during graph capture,mawong-amd,LucasWilkinson,gemini-code-assist; LucasWilkinson,spec_decode,2026-01-22,"bug, speculative-decoding, ready, v1",8,4,1,1,vllm/v1/spec_decode/eagle.py,,c5487e2b96b2627e8c2def872449e3e43246f6a8,https://github.com/vllm-project/vllm/pull/32818
70,CANDIDATE,,runtime_bug,#32844,[Bugfix] ModelScope is supported when downloading LORA models.,AuYang261,Isotr0py,gemini-code-assist; cursor; Isotr0py,lora,2026-01-22,"bug, ready",21,6,1,1,vllm/lora/utils.py,,fc37187a51474b42c0b80cd672d3bdaacb0c026d,https://github.com/vllm-project/vllm/pull/32844
70,CANDIDATE,,runtime_bug,#32855,[BugFix] Fix invalid flashinfer_fused_moe_blockscale_fp8 op registration,fadara01,mgoin,gemini-code-assist; mgoin; yewentao256,kernels,2026-01-22,"bug, ready, nvidia",1,1,1,1,vllm/model_executor/layers/fused_moe/flashinfer_trtllm_moe.py,,fc56f4a0714bd1727ea100a9d75d18ce1a138684,https://github.com/vllm-project/vllm/pull/32855
70,CANDIDATE,,runtime_bug,#32884,[BugFix] deepseek_v32_encoding: Replace asserts with proper exceptions,RishabhSaini,chaunceyjiang,gemini-code-assist; chaunceyjiang,,2026-01-23,"bug, ready, deepseek",39,28,1,1,vllm/tokenizers/deepseek_v32_encoding.py,,f61c9da711d846220cb59738d10c0a937ffb80e2,https://github.com/vllm-project/vllm/pull/32884
70,CANDIDATE,,runtime_bug,#32927,[Benchmark][Bugfix] Fix race condtion when starting server for sweep benchmark,Isotr0py,DarkLight1337,gemini-code-assist; DarkLight1337; cursor,,2026-01-23,"bug, performance, ready",37,0,2,2,vllm/benchmarks/sweep/serve.py | vllm/benchmarks/sweep/server.py,,243e78c20fd74a68f86b6523c1f607eb3cc14ab2,https://github.com/vllm-project/vllm/pull/32927
70,CANDIDATE,,runtime_bug,#32949,[Bug] Fix benchmark script `moe_permute_unpermute`,yewentao256,tlrmchlsmth,gemini-code-assist; cursor; tlrmchlsmth,,2026-01-23,"bug, performance, ready",3,5,1,1,benchmarks/kernels/benchmark_moe_permute_unpermute.py,,dfab5f37648d123480acb8a6246c6abbd80dca58,https://github.com/vllm-project/vllm/pull/32949
70,CANDIDATE,,runtime_bug,#32279,[Bugfix] Fix FusedMoE LoRA kernel offs_token out of bound value,xyang16,jeejeelee,gemini-code-assist; dcmaddix; jeejeelee,lora,2026-01-24,"bug, ready",4,2,1,1,vllm/lora/ops/triton_ops/fused_moe_lora_op.py,,ecc3dd66cceebcd9fc48216ae3852a0e994fbdc1,https://github.com/vllm-project/vllm/pull/32279
70,CANDIDATE,,runtime_bug,#32842,[Bugfix]: resolve torch.compile cache conflict between mm_encoder_tp_modes,HirokenOvo,DarkLight1337,DarkLight1337; Isotr0py,config,2026-01-24,"bug, ready",8,1,2,2,vllm/config/multimodal.py | vllm/config/vllm.py,,1209b784f2ba976eff2ea24bc33c61f35c6eb213,https://github.com/vllm-project/vllm/pull/32842
70,CANDIDATE,,runtime_bug,#32836,[BugFix]  Add env variable to control PDL in LoRA,jeejeelee,jeejeelee,gemini-code-assist; Isotr0py,lora,2026-01-25,"bug, ready",11,1,2,2,vllm/envs.py | vllm/lora/ops/triton_ops/utils.py,,73b243463b159433ff49c65b54c2e3d66a2e434e,https://github.com/vllm-project/vllm/pull/32836
70,CANDIDATE,,runtime_bug,#33052,[Bugfix] Fix Can't instantiate abstract class DeepseekV32IndexerBackend,chaunceyjiang,vllm-bot,gemini-code-assist; NickLucche; robertgshaw2-redhat,distributed,2026-01-26,"bug, ready, v1, deepseek, kv-connector",1,1,1,1,vllm/distributed/kv_transfer/kv_connector/v1/nixl_connector.py,,9ef3b718d98ada5c02ebe67c2a545d3005a6b10d,https://github.com/vllm-project/vllm/pull/33052
70,CANDIDATE,,runtime_bug,#33030,[Bugfix] Fix Dtypes for Pynccl Wrapper,robertgshaw2-redhat,robertgshaw2-redhat,gemini-code-assist; LucasWilkinson; mgoin,"distributed, kernels",2026-01-26,"bug, ready, nvidia",8,2,2,2,vllm/distributed/device_communicators/pynccl_wrapper.py | vllm/model_executor/layers/fused_moe/flashinfer_cutlass_prepare_finalize.py,,43a013c3a29194f7b88b1b611b3b0067592b8c67,https://github.com/vllm-project/vllm/pull/33030
70,CANDIDATE,,runtime_bug,#33090,[Bugfix] Fix DeepseekV32 `AssertionError: num_kv_heads == 1`,NickLucche,NickLucche,gemini-code-assist; DarkLight1337,distributed,2026-01-27,"bug, ready, deepseek, kv-connector",1,1,1,1,vllm/distributed/kv_transfer/kv_connector/utils.py,,492a7983dd71fe0869aa5f77dcd050db1e37e31c,https://github.com/vllm-project/vllm/pull/33090
70,CANDIDATE,,runtime_bug,#33285,[Bugfix] Register fp8 cutlass_group_gemm as supported for only SM90+SM100,mgoin,vllm-bot,gemini-code-assist,,2026-01-29,"bug, ready, nvidia",2,0,1,1,vllm/_custom_ops.py,,1bd47d6e5a57000e404af60838eadb86b6f457c0,https://github.com/vllm-project/vllm/pull/33285
70,CANDIDATE,,runtime_bug,#33262,[BugFix] Fix EPLB fail for MoeFP4 model with Marlin backend,ilmarkov,DarkLight1337,gemini-code-assist; SageMoore; tlrmchlsmth,,2026-01-29,"bug, ready",10,2,1,1,vllm/model_executor/utils.py,,53fc16640281a939e01c98be80fa67179ba9a088,https://github.com/vllm-project/vllm/pull/33262
70,CANDIDATE,,runtime_bug,#32881,[BugFix] Async Eplb fix potential race condition,ilmarkov,tlrmchlsmth,gemini-code-assist; SageMoore; tlrmchlsmth,distributed,2026-01-29,"bug, ready",18,0,2,2,vllm/distributed/eplb/async_worker.py | vllm/distributed/eplb/eplb_state.py,,d09135fbd0b02046f3d75a6f0e8de28e70249e46,https://github.com/vllm-project/vllm/pull/32881
70,CANDIDATE,,runtime_bug,#31751,[Bug Fix] Handle variable-length tensors in MultiModalFlatField batching,AndriiPasternak31,DarkLight1337,gemini-code-assist; DarkLight1337; AndriiPasternak31; cursor,multimodal,2026-01-29,"bug, documentation, ready, ci/build, v1, multi-modality, llama, qwen",86,0,2,2,tests/models/multimodal/generation/test_ultravox.py | vllm/multimodal/inputs.py,,615e8033e567171b4af15024038b302f386d2ee4,https://github.com/vllm-project/vllm/pull/31751
70,CANDIDATE,,runtime_bug,#33326,[Bugfix][Kernel] Fix negative memory offset in GDN Triton kernel,CarstyYou,benchislett,gemini-code-assist; vadiklyutiy; ZJY0516; benchislett,kernels,2026-01-29,"bug, ready",18,15,1,1,vllm/model_executor/layers/fla/ops/fused_recurrent.py,,23591e631e1982610731d3de1ed09cad16094d32,https://github.com/vllm-project/vllm/pull/33326
70,CANDIDATE,,runtime_bug,#33300,[Bugfix] Enable Triton MoE for FP8 per-tensor dynamic,mgoin,vllm-bot,gemini-code-assist; robertgshaw2-redhat,kernels,2026-01-29,"bug, ready",3,0,2,2,vllm/model_executor/layers/fused_moe/fused_batched_moe.py | vllm/model_executor/layers/fused_moe/fused_moe.py,,bfb9bdaf3f44fdcd4c6ff66b5e8c84834b092534,https://github.com/vllm-project/vllm/pull/33300
70,CANDIDATE,,runtime_bug,#33352,[BugFix] Disable async scheduling for Mamba prefix caching,peakcrosser7,heheda12345,gemini-code-assist; yewentao256; heheda12345; tdoublep,config,2026-01-30,"bug, ready",12,0,1,1,vllm/config/vllm.py,,ec51831a22cbb434646a5d8219c694ab15dbc4cb,https://github.com/vllm-project/vllm/pull/33352
70,CANDIDATE,,runtime_bug,#33393,[BugFix][LoRA] TritonExperts is ModularMoEPath for FP8 models,dcmaddix,mgoin,gemini-code-assist; jeejeelee; varun-sundar-rabindranath; mgoin,lora,2026-01-30,"bug, ready",1,3,1,1,vllm/lora/layers/fused_moe.py,,74898a70159f4217f1abf2a738c5cc6c4695cc44,https://github.com/vllm-project/vllm/pull/33393
70,CANDIDATE,,runtime_bug,#33218,[Bugfix] GLM-4 tool parser: incremental string streaming,QwertyJack,chaunceyjiang,gemini-code-assist; QwertyJack; JaredforReal; chaunceyjiang,,2026-02-02,"bug, ready",725,96,2,2,tests/tool_parsers/test_glm4_moe_tool_parser.py | vllm/tool_parsers/glm4_moe_tool_parser.py,,7c036432fc3e545487540460bec42aef58a8874d,https://github.com/vllm-project/vllm/pull/33218
70,CANDIDATE,,runtime_bug,#32739,[BugFix] DPMetadata raises assert error for dense model,River12,njhill,gemini-code-assist; njhill,,2026-02-03,"bug, ready, meta-exported, fb-exported",5,3,1,1,vllm/forward_context.py,,4b3803d18044499962f331db0a1614b726110e2a,https://github.com/vllm-project/vllm/pull/32739
70,CANDIDATE,,runtime_bug,#33624,[torch.compile] Don't do the fast moe cold start optimization if there is speculative decoding,zou3519,robertgshaw2-redhat,gemini-code-assist; robertgshaw2-redhat; mgoin,config,2026-02-03,"bug, ready",32,1,2,2,vllm/config/compilation.py | vllm/forward_context.py,,5eac9a1b341b93478d0d0d57239c92edd18ad19e,https://github.com/vllm-project/vllm/pull/33624
70,CANDIDATE,,runtime_bug,#33642,[Bugfix][Model] Fix DeepSeek-OCR-2 chat template to include BOS token,l4b4r4b4b4,Isotr0py,gemini-code-assist; l4b4r4b4b4; Isotr0py,,2026-02-03,"bug, ready, deepseek",5,4,1,1,vllm/transformers_utils/configs/deepseek_vl2.py,,dad2d6a590207cb8938fb915602794665b8e9326,https://github.com/vllm-project/vllm/pull/33642
70,CANDIDATE,,runtime_bug,#33620,"[Bugfix] Disable RoutingMethodType.[Renormalize,RenormalizeNaive] for TRTLLM per-tensor FP8 MoE",mgoin,robertgshaw2-redhat,gemini-code-assist; robertgshaw2-redhat,kernels,2026-02-03,"bug, ready, nvidia",4,2,1,1,vllm/model_executor/layers/fused_moe/flashinfer_trtllm_moe.py,,e346e2d056a66bb84287e4fea049bde9a37bd72b,https://github.com/vllm-project/vllm/pull/33620
70,CANDIDATE,,runtime_bug,#33737,[Bugfix] Define router_logits_dtype for remaining MoE models,mgoin,DarkLight1337,gemini-code-assist; jeejeelee,models,2026-02-04,"bug, ready",9,4,4,6,vllm/model_executor/models/afmoe.py | vllm/model_executor/models/bailing_moe.py | vllm/model_executor/models/flex_olmo.py | vllm/model_executor/models/longcat_flash.py,vllm/model_executor/models/mimo_v2_flash.py | vllm/model_executor/models/step3p5.py,eb5ed207437d31daf09cd4ae51e993fc1efa6928,https://github.com/vllm-project/vllm/pull/33737
70,CANDIDATE,,runtime_bug,#33879,[BugFix] Fix LoRA Fp8,danisereb,robertgshaw2-redhat,gemini-code-assist; danisereb; robertgshaw2-redhat,lora,2026-02-05,"bug, ready, ci/build",14,8,1,1,vllm/lora/layers/fused_moe.py,,5b2a9422f0f4cbdd69a9fed1dc1605838314ff81,https://github.com/vllm-project/vllm/pull/33879
70,CANDIDATE,,runtime_bug,#33795,[Bugfix] Fix swapped engine_ids in NIXL Llama 4 local attention path,zackyoray,njhill,gemini-code-assist; ovidiusm; NickLucche; tvegas1,distributed,2026-02-05,"bug, ready, llama, kv-connector",3,3,1,1,vllm/distributed/kv_transfer/kv_connector/v1/nixl_connector.py,,1ee95841bd251f9081c3a317984c4dcaa003b3c0,https://github.com/vllm-project/vllm/pull/33795
70,CANDIDATE,,runtime_bug,#29714,[Bugfix] Suppress non-TTY color output on the process name part of the log,a4lg,njhill,gemini-code-assist; a4lg; njhill,,2026-02-05,"bug, ready",6,1,1,1,vllm/utils/system_utils.py,,92e7562a994038c904fea859d90462c7e84a3246,https://github.com/vllm-project/vllm/pull/29714
70,CANDIDATE,,runtime_bug,#33832,[Bugfix] Fix DeepSeek v3.2 tokenizer outputting None issue,wzhao18,njhill,gemini-code-assist; wzhao18; njhill,,2026-02-05,"bug, ready, deepseek",4,0,1,1,vllm/tokenizers/detokenizer_utils.py,,91a07ff6187e7308794b2a4863ab9e1f821ed464,https://github.com/vllm-project/vllm/pull/33832
70,CANDIDATE,,runtime_bug,#33964,[Bugfix] Fix the issue where tool calling does not work when using fast detokenization with dsv32,chaunceyjiang,njhill,gemini-code-assist; njhill,,2026-02-06,"bug, ready",12,0,1,1,vllm/tool_parsers/deepseekv32_tool_parser.py,,7bec4351305f7b99ff6385b778760d301e29a6f0,https://github.com/vllm-project/vllm/pull/33964
70,CANDIDATE,,runtime_bug,#33993,[Bugfix] Fix no attribute error of SharedFusedMoE (DeepSeek-V3.1 as test model),xuebwang-amd,robertgshaw2-redhat,gemini-code-assist; bnellnm; robertgshaw2-redhat,kernels,2026-02-06,"bug, ready, deepseek",6,1,2,2,vllm/model_executor/layers/fused_moe/layer.py | vllm/model_executor/layers/fused_moe/shared_fused_moe.py,,9e9acce577cc8d6daf6db7aacc24a939c08391ca,https://github.com/vllm-project/vllm/pull/33993
70,CANDIDATE,,runtime_bug,#33821,[Bugfix] Fix _fused_moe_lora_expand signature mismatch,xyang16,DarkLight1337,gemini-code-assist; jeejeelee,lora,2026-02-07,"bug, ready",0,1,1,1,vllm/lora/ops/triton_ops/fused_moe_lora_op.py,,3920cafdd6a8b20a76fa4805e010ae5da8f3a45f,https://github.com/vllm-project/vllm/pull/33821
70,CANDIDATE,,runtime_bug,#34088,[BugFix] Change support no act and mul for marlin,TomerBN-Nvidia,mgoin,gemini-code-assist; yewentao256; mgoin,kernels,2026-02-08,"bug, ready, nvidia",1,1,1,1,vllm/model_executor/layers/fused_moe/fused_marlin_moe.py,,a263aa614060f8e6be52ed3de9995450d6c02892,https://github.com/vllm-project/vllm/pull/34088
70,CANDIDATE,,runtime_bug,#34070,[BugFix] Fix `fastsafetensors` TP all procs using all GPUs,njhill,DarkLight1337,gemini-code-assist; DarkLight1337; njhill,,2026-02-09,"bug, ready",9,6,1,1,vllm/model_executor/model_loader/weight_utils.py,,d9bede0314ba19a3f8336dcaeeeaf9e2c5487053,https://github.com/vllm-project/vllm/pull/34070
70,CANDIDATE,,runtime_bug,#34208,[Bugfix] Add `--trust-remote-code` to dataset bench args,DarkLight1337,vllm-bot,gemini-code-assist; noooop,,2026-02-10,"bug, performance, ready",5,5,2,2,vllm/benchmarks/datasets.py | vllm/benchmarks/serve.py,,f69b903b4c70716224b3936cb8503e562e25388e,https://github.com/vllm-project/vllm/pull/34208
70,CANDIDATE,,runtime_bug,#34190,[Bugfix] Sort hf_weights_files in fastsafetensors_weights_iterator to match #33491,jaim12005,vllm-bot,gemini-code-assist; mgoin,,2026-02-10,"bug, ready",1,0,1,1,vllm/model_executor/model_loader/weight_utils.py,,8d48d0a9d9edfc2eb9cee6bb941be20211eb8282,https://github.com/vllm-project/vllm/pull/34190
70,CANDIDATE,,runtime_bug,#32022,[Bugfix] Fix memory inconsistency in cross-process shared memory,slippersss,njhill,gemini-code-assist; jianzs; njhill,distributed,2026-02-10,"bug, ready",6,0,1,1,vllm/distributed/device_communicators/shm_broadcast.py,,5f970120f06daab162b8692cfce39b0f366b9b47,https://github.com/vllm-project/vllm/pull/32022
70,CANDIDATE,,runtime_bug,#34218,[Bugfix] Fix `--trust-remote-code` conflict,DarkLight1337,vllm-bot,gemini-code-assist; DarkLight1337,,2026-02-10,"bug, documentation, performance, speculative-decoding, ready",2,16,2,2,examples/offline_inference/spec_decode.py | vllm/benchmarks/datasets.py,,2c32558a3c467253161e32203584c1ecb33bb584,https://github.com/vllm-project/vllm/pull/34218
70,CANDIDATE,,runtime_bug,#33884,[Bugfix][DeepSeek-V3.2] fix fp8 kvcache type cast,kebe7jun,vllm-bot,gemini-code-assist; LucasWilkinson,kernels,2026-02-11,"bug, ready, deepseek",16,4,1,1,csrc/cache_kernels.cu,,5ee5c86eeb00a4d159e2e2cb4c8c85dcc0733e15,https://github.com/vllm-project/vllm/pull/33884
70,CANDIDATE,,runtime_bug,#34149,[Bugfix] Fix benchmark_moe.py inplace assertion with torch >= 2.9,mgehre-amd,LucasWilkinson,gemini-code-assist; LucasWilkinson,,2026-02-11,"bug, performance, ready",3,2,1,1,benchmarks/kernels/benchmark_moe.py,,7a048ee65f0b8da2c2493ef76cbee89cf612baa6,https://github.com/vllm-project/vllm/pull/34149
70,CANDIDATE,,runtime_bug,#34279,[Bugfix] Fix fused MoE IMA (sans chunking) by using int64 for strides,tlrmchlsmth,robertgshaw2-redhat,bnellnm; gemini-code-assist; robertgshaw2-redhat,kernels,2026-02-11,"bug, ready",27,27,1,1,vllm/model_executor/layers/fused_moe/fused_moe.py,,d7982daff5334b9465b29fa943a1954c064ab226,https://github.com/vllm-project/vllm/pull/34279
