pr,title,type,skip_reason,author,merged_by,merged_at,labels,merge_sha,url
#32821,[Bugfix] Lazy import NgramProposer in GPU model runner,runtime_bug,,22quinn,njhill,2026-01-28,"bug, ready, v1",a2b877df6c95b539ef23585051ab60bfa3ad177a,https://github.com/vllm-project/vllm/pull/32821
#33269,[Bugfix] Add missing encoder only guard for do_kv_cache_update,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),gshtras,ProExpertProg,2026-01-28,"bug, rocm, ready, v1",ab597c869a78530fe6495ccda2bdc03f6f5c712e,https://github.com/vllm-project/vllm/pull/33269
#33285,[Bugfix] Register fp8 cutlass_group_gemm as supported for only SM90+SM100,runtime_bug,,mgoin,vllm-bot,2026-01-29,"bug, ready, nvidia",1bd47d6e5a57000e404af60838eadb86b6f457c0,https://github.com/vllm-project/vllm/pull/33285
#33189,[Misc][Build] Lazy load cv2 in nemotron_parse.py,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),kiersten-stokes,mgoin,2026-01-29,"bug, ready",9e138cb01d656e571257f61b0289824d452a6098,https://github.com/vllm-project/vllm/pull/33189
#33116,[CI/Build][BugFix] fix cuda/compat loading order issue in docker build,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),wpc,houseroad,2026-01-29,"bug, ready, ci/build, nvidia",2515bbd02798a0f736a82bbdd10dbf9d5accfa7c,https://github.com/vllm-project/vllm/pull/33116
#33298,[Bugfix] Fix Qwen3-VL-Reranker load.,runtime_bug,,noooop,DarkLight1337,2026-01-29,"bug, documentation, ready, qwen",abb34ac43a5a14dc0a918687e08e51abe73f74a5,https://github.com/vllm-project/vllm/pull/33298
#33262,[BugFix] Fix EPLB fail for MoeFP4 model with Marlin backend,runtime_bug,,ilmarkov,DarkLight1337,2026-01-29,"bug, ready",53fc16640281a939e01c98be80fa67179ba9a088,https://github.com/vllm-project/vllm/pull/33262
#32669,Bugfix: Pass router logits dtype in nemotron shared experts,runtime_bug,,amirkl94,tlrmchlsmth,2026-01-29,"bug, ready",e01ff5c070f47a0562711e61f5f885d4ccf241c9,https://github.com/vllm-project/vllm/pull/32669
#32881,[BugFix] Async Eplb fix potential race condition,runtime_bug,,ilmarkov,tlrmchlsmth,2026-01-29,"bug, ready",d09135fbd0b02046f3d75a6f0e8de28e70249e46,https://github.com/vllm-project/vllm/pull/32881
#31751,[Bug Fix] Handle variable-length tensors in MultiModalFlatField batching,runtime_bug,,AndriiPasternak31,DarkLight1337,2026-01-29,"bug, documentation, ready, ci/build, v1, multi-modality, llama, qwen",615e8033e567171b4af15024038b302f386d2ee4,https://github.com/vllm-project/vllm/pull/31751
#33317,[Bugfix][CPU] Fix thread num for shared memory communication,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),bigPYJ1151,vllm-bot,2026-01-29,"bug, ready, cpu",8311f083bd53ac761556f2fb8733e0cf22ef7024,https://github.com/vllm-project/vllm/pull/33317
#33350,[Bugfix] Fix broken GLM-OCR initialization,runtime_bug,,Isotr0py,vllm-bot,2026-01-29,bug,5e73e4900c803253d84496b2eadad5be3b387aae,https://github.com/vllm-project/vllm/pull/33350
#33358,[BUGFIX][XPU] fix memory check after XPU reuse GPU_worker ,runtime_bug,,xuechendi,WoosukKwon,2026-01-29,"bug, v1",8c8ebeb941d7bcc380b4aa685fd5201100c9eeca,https://github.com/vllm-project/vllm/pull/33358
#33326,[Bugfix][Kernel] Fix negative memory offset in GDN Triton kernel,runtime_bug,,CarstyYou,benchislett,2026-01-29,"bug, ready",23591e631e1982610731d3de1ed09cad16094d32,https://github.com/vllm-project/vllm/pull/33326
#33300,[Bugfix] Enable Triton MoE for FP8 per-tensor dynamic,runtime_bug,,mgoin,vllm-bot,2026-01-29,"bug, ready",bfb9bdaf3f44fdcd4c6ff66b5e8c84834b092534,https://github.com/vllm-project/vllm/pull/33300
#33352,[BugFix] Disable async scheduling for Mamba prefix caching,runtime_bug,,peakcrosser7,heheda12345,2026-01-30,"bug, ready",ec51831a22cbb434646a5d8219c694ab15dbc4cb,https://github.com/vllm-project/vllm/pull/33352
#33406,[BUGFIX] Pixtral cannot be loaded with --limit-mm-per-prompt 0,runtime_bug,,juliendenize,vllm-bot,2026-01-30,bug,8e2ad97ad0078f259a32e99902c90234d30c2ef4,https://github.com/vllm-project/vllm/pull/33406
#33393,[BugFix][LoRA] TritonExperts is ModularMoEPath for FP8 models,runtime_bug,,dcmaddix,mgoin,2026-01-30,"bug, ready",74898a70159f4217f1abf2a738c5cc6c4695cc44,https://github.com/vllm-project/vllm/pull/33393
#33366,[Bugfix][ROCm] Fixing the skinny gemm dispatch logic from #32831,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),gshtras,gshtras,2026-01-31,"bug, rocm, ready",31aedfe7d62adea6b5a7644f3c323f585b042ce3,https://github.com/vllm-project/vllm/pull/33366
#33426,[Bugfix] Fix typo in read_offset variable name,runtime_bug,,bet0x,njhill,2026-01-31,"bug, ready, v1",64a40a7ab4d0053830fae04c83763fa67f2183e6,https://github.com/vllm-project/vllm/pull/33426
#33360,[BugFix] Fix whisper FA2 + full cudagraphs,runtime_bug,,LucasWilkinson,DarkLight1337,2026-01-31,"bug, ready, v1, nvidia",0a3c71e7e5f06507f64677f77d5fca84d9c7cc65,https://github.com/vllm-project/vllm/pull/33360
#33410,[Bugfix] Fix `Qwen3ASR` language asr tag in output ,runtime_bug,,NickLucche,Isotr0py,2026-01-31,"bug, frontend, ready, qwen",e77f162cf59d6e132c8b6449dc98b410b347a5b5,https://github.com/vllm-project/vllm/pull/33410
#33200,[Bugfix] Handle Asym W4A16 (ConchLinearKernel) for CT,runtime_bug,,mgehre-amd,robertgshaw2-redhat,2026-01-31,"bug, ready",73419abfae97c0b797c7e1fe997913e9ebfeff68,https://github.com/vllm-project/vllm/pull/33200
#33078,[BugFix] Add synchronize in CutlassW4A8LinearKernel to ensure data is ready for use.,runtime_bug,,ayrnb,yewentao256,2026-01-31,"bug, ready, nvidia",f68e3ea4e135c41b997d8226186509659b3d722c,https://github.com/vllm-project/vllm/pull/33078
#33475,[Bugfix] Fix incompatibility between #33372 and #32863,runtime_bug,,DarkLight1337,vllm-bot,2026-01-31,bug,4cb59dea6a9b54cd3cae87ac69fb0a836615f196,https://github.com/vllm-project/vllm/pull/33475
#33013,[BugFix][Router Replay] Capture Logical Experts with EPLB,runtime_bug,,HollowMan6,robertgshaw2-redhat,2026-01-31,"bug, ready, v1",13b842f2714558abd96f260ab450d192ce687ffb,https://github.com/vllm-project/vllm/pull/33013
#33110,[Bugfix] Early-reject requests with MM data longer than encode cache capacity,runtime_bug,,YunzhuLu,vllm-bot,2026-01-31,"bug, ready, v1",27cb2f678f7567b14a13a2f7e085137dca1a4129,https://github.com/vllm-project/vllm/pull/33110
#32942,[Bugfix]: Fix display errors in TORCH_CHECK messages,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),lingebeng,vllm-bot,2026-01-31,"bug, ready, cpu",fedf64332e9940c8119f584a74b9c08bab6852b7,https://github.com/vllm-project/vllm/pull/32942
#33481,[Bugfix] Fix inconsistent handling of cache reset,runtime_bug,,DarkLight1337,vllm-bot,2026-02-01,"bug, documentation, performance, frontend, ready, v1",79b6ec6aab4b3d93e421a15ab41ba6d09faadd8f,https://github.com/vllm-project/vllm/pull/33481
#33077,[BUGFIX] Fix hipErrorIllegalState in Qwen3-Omni during startup profiling allow inference Omni on ROCM,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),JartX,DarkLight1337,2026-02-01,"bug, rocm, ready, qwen",cd86fff38feed579a22768ac9f9464360a0819fe,https://github.com/vllm-project/vllm/pull/33077
#33524,[Fix] prefix cache hit rate == 0 bug with gpt-oss style models,runtime_bug,,ivanium,heheda12345,2026-02-02,"bug, ready, v1, gpt-oss",a01ef3fa51a0312914ca60ecbab2bc45aa43e32c,https://github.com/vllm-project/vllm/pull/33524
#33218,[Bugfix] GLM-4 tool parser: incremental string streaming,runtime_bug,,QwertyJack,chaunceyjiang,2026-02-02,"bug, ready",7c036432fc3e545487540460bec42aef58a8874d,https://github.com/vllm-project/vllm/pull/33218
#33555,[CI][Bugfix] Fix flaky `tests/v1/kv_connector/unit/test_multi_connector.py::test_multi_example_connector_consistency`,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),NickLucche,vllm-bot,2026-02-02,"bug, ready, v1, kv-connector",528b3076afaac5ed47da85ee28966f9fd845dd78,https://github.com/vllm-project/vllm/pull/33555
#33562,[Bugfix] Enable Kimi k25 processor test,runtime_bug,,Isotr0py,DarkLight1337,2026-02-02,"bug, documentation, ready, multi-modality",4061dcf4c51ae33aee4bc73096f82da29b580c57,https://github.com/vllm-project/vllm/pull/33562
#32739,[BugFix] DPMetadata raises assert error for dense model,runtime_bug,,River12,njhill,2026-02-03,"bug, ready, meta-exported, fb-exported",4b3803d18044499962f331db0a1614b726110e2a,https://github.com/vllm-project/vllm/pull/32739
#33624,[torch.compile] Don't do the fast moe cold start optimization if there is speculative decoding,runtime_bug,,zou3519,robertgshaw2-redhat,2026-02-03,"bug, ready",5eac9a1b341b93478d0d0d57239c92edd18ad19e,https://github.com/vllm-project/vllm/pull/33624
#33634,[Bugfix] Fix mm budget setting for Qwen Omni models,runtime_bug,,ywang96,DarkLight1337,2026-02-03,"bug, ready, multi-modality, qwen",10546f925aef5d805e41f0f40c6610d08ff1a037,https://github.com/vllm-project/vllm/pull/33634
#33635,[Bugfix] Interleaved thinking keeps compatibility with reasoning_content,runtime_bug,,chaunceyjiang,DarkLight1337,2026-02-03,"bug, frontend, ready",bf001da4bfb53854927b68055a12efd05d494786,https://github.com/vllm-project/vllm/pull/33635
#33642,[Bugfix][Model] Fix DeepSeek-OCR-2 chat template to include BOS token,runtime_bug,,l4b4r4b4b4,Isotr0py,2026-02-03,"bug, ready, deepseek",dad2d6a590207cb8938fb915602794665b8e9326,https://github.com/vllm-project/vllm/pull/33642
#33620,"[Bugfix] Disable RoutingMethodType.[Renormalize,RenormalizeNaive] for TRTLLM per-tensor FP8 MoE",runtime_bug,,mgoin,robertgshaw2-redhat,2026-02-03,"bug, ready, nvidia",e346e2d056a66bb84287e4fea049bde9a37bd72b,https://github.com/vllm-project/vllm/pull/33620
#33644,[Bugfix] fix qwen3-asr response error,runtime_bug,,jesse996,vllm-bot,2026-02-03,"bug, ready, multi-modality, qwen",ceab70c89d2b1f5eeaeb4582eb927b16dacb7671,https://github.com/vllm-project/vllm/pull/33644
#33377,[Bugfix][Async][Connector] avoid vllm-side double free during async scheduling + request abort + async KV cache transfer,runtime_bug,,KuntaiDu,DarkLight1337,2026-02-03,"bug, ready, v1, kv-connector",fbb3cf698123cc1243dae8003b63dfa807ef8b53,https://github.com/vllm-project/vllm/pull/33377
#33647,[Bugfix] Do not add extra \n for image-only cases when constructing multimodal text prompts.,runtime_bug,,noooop,DarkLight1337,2026-02-03,"bug, frontend, ready",f3d8a3467111d861cb814152f9c5c8aeaff335c2,https://github.com/vllm-project/vllm/pull/33647
#33699,[Bugfix] Fix startup hang for Granite Speech,runtime_bug,,DarkLight1337,Isotr0py,2026-02-03,"bug, ready, multi-modality",18e7cbbb158a86bdc76585e64ada795bf1c0d435,https://github.com/vllm-project/vllm/pull/33699
#33257,[MISC] Fix Tensor Parallelism for Quantized Mamba Models with n_groups=1,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),vadiklyutiy,tlrmchlsmth,2026-02-03,"bug, ready",a372f3f40afd0aed802242ce59b6a2640d4ef59e,https://github.com/vllm-project/vllm/pull/33257
#33613,[Bugfix] Disable TRTLLM FP8 MoE if router_logits_dtype==float32 and routing_method!=DeepSeekV3,runtime_bug,,mgoin,vllm-bot,2026-02-03,"bug, ready, deepseek, nvidia",2a99c5a6c86daef8c766ba2dbf05c385b192c64b,https://github.com/vllm-project/vllm/pull/33613
#33579,[Bugfix] Fix sparse MLA metadata building,runtime_bug,,MatthewBonanni,vllm-bot,2026-02-03,"bug, ready",bd8da29a66ea8c0e0f208cab7ba0b6be640f3faa,https://github.com/vllm-project/vllm/pull/33579
#33729,[BugFix][Spec Decoding] Fix negative accepted tokens metric crash,runtime_bug,,njhill,robertgshaw2-redhat,2026-02-03,"bug, ready, v1",52ee21021a87735d46c4245c60bc0be42dd58c73,https://github.com/vllm-project/vllm/pull/33729
#33701,[Bugfix] Fix torchrun PP broadcast deadlock with async scheduling,runtime_bug,,Isotr0py,Isotr0py,2026-02-04,"bug, ready, v1",02080179a3fc92c339b93040838f44b72313e07b,https://github.com/vllm-project/vllm/pull/33701
#33737,[Bugfix] Define router_logits_dtype for remaining MoE models,runtime_bug,,mgoin,DarkLight1337,2026-02-04,"bug, ready",eb5ed207437d31daf09cd4ae51e993fc1efa6928,https://github.com/vllm-project/vllm/pull/33737
#32255,[BugFix] scheduler: Delay freeing blocks of aborted async loads,runtime_bug,,orozery,markmc,2026-02-04,"bug, ready, v1, kv-connector",8e3269086916d81b010a2d6209784a106ac2994a,https://github.com/vllm-project/vllm/pull/32255
#33605,[Bugfix][Model] Fix audio-in-video support for Qwen2.5-Omni and Qwen3-Omni      ,runtime_bug,,linyueqian,ywang96,2026-02-04,"bug, ready, qwen",f8516a1ab95febcf131a37478914031f50fdd9db,https://github.com/vllm-project/vllm/pull/33605
#33713,[Bugfix][ROCm] Include float8_e4m3fnuz in NCCL Dtype Dispatching,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),micah-wil,vllm-bot,2026-02-04,"bug, rocm, ready",1d367a738e9098ad4af1f6865747914ccd2c65ca,https://github.com/vllm-project/vllm/pull/33713
#33794,[Bugfix] Fix `normalize` still being passed to `PoolerConfig`,runtime_bug,,DarkLight1337,noooop,2026-02-04,"bug, frontend, ready",80f921ba4bab2ea251d149305ea0f912c6fc218a,https://github.com/vllm-project/vllm/pull/33794
#33694,[Bugfix] Fix ubatch wrapper num_tokens calculate,runtime_bug,,jiangkuaixue123,LucasWilkinson,2026-02-04,"bug, ready, v1",87d9a261664705e0c9635014b4e2d49eddc8a056,https://github.com/vllm-project/vllm/pull/33694
#33793,[Bugfix] Fix interns1-pro initialization and PP,runtime_bug,,Isotr0py,Isotr0py,2026-02-04,"bug, ready, multi-modality, qwen",192ad4648b2066ebdf1fa04ad84f24bdf0cd6533,https://github.com/vllm-project/vllm/pull/33793
#33800,[Bugfix] Support `RotaryEmbedding` CustomOp for gpt-oss,runtime_bug,,simondanielsson,ProExpertProg,2026-02-04,"bug, ready, gpt-oss",4292c90a2a188121ccbfd132def62031283d9d8a,https://github.com/vllm-project/vllm/pull/33800
#33192,[Bugfix] Disable TRTLLM attention when KV transfer is enabled,runtime_bug,,ZhanqiuHu,NickLucche,2026-02-05,"bug, ready, v1, nvidia",bbe0574d8e51c1c5935aeff9e92040c61d1d59c5,https://github.com/vllm-project/vllm/pull/33192
#33637,[Bugfix] fix DeepSeek R1 with CUTLASS MLA Broken on B200,runtime_bug,,chaunceyjiang,chaunceyjiang,2026-02-05,"bug, ready, v1, deepseek, nvidia",a7be77beef5f59d9d349818b4f2860483551b255,https://github.com/vllm-project/vllm/pull/33637
#32762,[CI][Bugfix]: return McpCall for built-in MCP tools in non-streaming mode,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),AndreasKaratzas,tjtanaa,2026-02-05,"bug, rocm, frontend, ready, gpt-oss",fb1270f1f821603402a8868e3067b3c3342455e7,https://github.com/vllm-project/vllm/pull/32762
#33840,[CI][AMD][BugFix] Ensure VLLM_ROCM_USE_AITER is set so test_rocm_aiter_topk.py can run correctly,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),rasmith,tjtanaa,2026-02-05,"bug, rocm, ready",c1395f72cd22d97eb39ecd67d9d22f2af3d20bda,https://github.com/vllm-project/vllm/pull/33840
#33837,[Bugfix] Fix ScoreMultiModalParam multi-document scoring returning single result,runtime_bug,,AndreasKaratzas,noooop,2026-02-05,"bug, frontend, ready, multi-modality",1f70313e59bfae08588bb503b69c249a5ebd1e01,https://github.com/vllm-project/vllm/pull/33837
#33727,[CPU][BugFix] Allow w8a8 oneDNN quantized matmul to support 3D inputs,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),fadara01,bigPYJ1151,2026-02-05,"bug, ready, cpu",fd03538bf97cd7f4fedd6da4584c89635878174f,https://github.com/vllm-project/vllm/pull/33727
#33858,[Bugfix] Kimi-K2 grouped_topk usage for Flashinfer monolithic kernels.,runtime_bug,,pavanimajety,simon-mo,2026-02-05,"bug, ready, deepseek",d2f4a71cd54418369f617a174e6c839a71a47ed8,https://github.com/vllm-project/vllm/pull/33858
#32710,[ROCm][Bugfix][CI] Fix hybrid models and their tests (Mamba/Jamba/Bamba),platform_specific,platform-specific (ROCm/TPU/CPU/XPU),AndreasKaratzas,tjtanaa,2026-02-05,"bug, rocm, ready, ci/build",3e472e81f99b5bcf494369ee2d26ee9d6ceeffe3,https://github.com/vllm-project/vllm/pull/32710
#33876,[Bugfix] Fix Kimi-K2.5 NVFP4 checkpoints weight loading,runtime_bug,,Isotr0py,simon-mo,2026-02-05,"bug, ready, deepseek",a2522839d87d2b81b57458dfdbbcb27afb8191ae,https://github.com/vllm-project/vllm/pull/33876
#33886,[Bugfix] Fix corner case of sparse embedding ,runtime_bug,,noooop,vllm-bot,2026-02-05,"bug, ready",1c3a221d3b0f7a82cd9a6d56e10ea360e2435a1c,https://github.com/vllm-project/vllm/pull/33886
#33690,[Bugfix] Fix step3p5 parser when using mtp,runtime_bug,,mariohong128,chaunceyjiang,2026-02-05,"bug, ready",82914d2ae8d0362be06700222f4cd4c5f6b0dc36,https://github.com/vllm-project/vllm/pull/33690
#33879,[BugFix] Fix LoRA Fp8,runtime_bug,,danisereb,robertgshaw2-redhat,2026-02-05,"bug, ready, ci/build",5b2a9422f0f4cbdd69a9fed1dc1605838314ff81,https://github.com/vllm-project/vllm/pull/33879
#33795,[Bugfix] Fix swapped engine_ids in NIXL Llama 4 local attention path,runtime_bug,,zackyoray,njhill,2026-02-05,"bug, ready, llama, kv-connector",1ee95841bd251f9081c3a317984c4dcaa003b3c0,https://github.com/vllm-project/vllm/pull/33795
#29714,[Bugfix] Suppress non-TTY color output on the process name part of the log,runtime_bug,,a4lg,njhill,2026-02-05,"bug, ready",92e7562a994038c904fea859d90462c7e84a3246,https://github.com/vllm-project/vllm/pull/29714
#33932,[Bugfix] Fix DSV3.2 NVFP4,runtime_bug,,MatthewBonanni,robertgshaw2-redhat,2026-02-05,"bug, ready",4145e50d854e3182c22bad99ec011c283b9c493f,https://github.com/vllm-project/vllm/pull/33932
#33817,[Bugfix] Make MM batching more robust,runtime_bug,,DarkLight1337,DarkLight1337,2026-02-05,"bug, ready, ci/build, multi-modality",116880a5a0af3a226e29f4716c484a4cc8422fc1,https://github.com/vllm-project/vllm/pull/33817
#33832,[Bugfix] Fix DeepSeek v3.2 tokenizer outputting None issue,runtime_bug,,wzhao18,njhill,2026-02-05,"bug, ready, deepseek",91a07ff6187e7308794b2a4863ab9e1f821ed464,https://github.com/vllm-project/vllm/pull/33832
#33984,Bump HF Hub client to get bug fix,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),hmellor,DarkLight1337,2026-02-06,"bug, rocm, ready, ci/build",ba5cbbf10763191049527833dfcee14af7eda22d,https://github.com/vllm-project/vllm/pull/33984
#33582,[CPU][BugFix] Fix loading of w4a8int models with bias,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),fadara01,tlrmchlsmth,2026-02-06,"bug, ready",f79d9dce16781b403713b8813df04d57c053bdbf,https://github.com/vllm-project/vllm/pull/33582
#29816,[Bugfix][Model] Support LoRA on Qwen3 Output Embedding,runtime_bug,,klshuster,jeejeelee,2026-02-06,"bug, ready, qwen",2991dd3d2241cb3b188a047282e58111684e0201,https://github.com/vllm-project/vllm/pull/29816
#33977,[Bugfix] Fix models and tests for transformers v5,runtime_bug,,zucchini-nlp,DarkLight1337,2026-02-06,"bug, documentation, ready, multi-modality, qwen",85ee1d962b1339eb597bf9451a0bcf4b91c72f2a,https://github.com/vllm-project/vllm/pull/33977
#33964,[Bugfix] Fix the issue where tool calling does not work when using fast detokenization with dsv32,runtime_bug,,chaunceyjiang,njhill,2026-02-06,"bug, ready",7bec4351305f7b99ff6385b778760d301e29a6f0,https://github.com/vllm-project/vllm/pull/33964
#33734,[Rocm][Bugfix] Fix dtype not same for gemm_a4w4 op,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),charlifu,tjtanaa,2026-02-06,"bug, rocm, ready",fe5438200b1cd5e496cf50f095d208eb1fb18fdd,https://github.com/vllm-project/vllm/pull/33734
#33993,[Bugfix] Fix no attribute error of SharedFusedMoE (DeepSeek-V3.1 as test model),runtime_bug,,xuebwang-amd,robertgshaw2-redhat,2026-02-06,"bug, ready, deepseek",9e9acce577cc8d6daf6db7aacc24a939c08391ca,https://github.com/vllm-project/vllm/pull/33993
#33941,[bugfix] [ROCm] Fix premature CUDA initialization in platform detection,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),kouroshHakha,gshtras,2026-02-06,"bug, rocm, ready, ci/build, nvidia",4a2d00eafd45d06a63936fcd4461b129382e783b,https://github.com/vllm-project/vllm/pull/33941
#33967,[Bugfix] Fix QK Norm+RoPE fusion pattern matching on B200+FP8,runtime_bug,,ikchifo,ProExpertProg,2026-02-07,"bug, ready",906077181b21128576018604562e55fbc7f70c34,https://github.com/vllm-project/vllm/pull/33967
#34011,[Bugfix] Fix Whisper tokenization,runtime_bug,,NickLucche,DarkLight1337,2026-02-07,"bug, ready",55aeec04f52a9d347c3299c4f4d0df2683ffac00,https://github.com/vllm-project/vllm/pull/34011
#34007,[CI][AMD]Bugfix] Check that model_config is not None in enable_norm_pad_fusion,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),rasmith,tjtanaa,2026-02-07,"bug, rocm, ready",ec28784fdc4dd1eb0141e9629b3f2d7cfce5c114,https://github.com/vllm-project/vllm/pull/34007
#33821,[Bugfix] Fix _fused_moe_lora_expand signature mismatch,runtime_bug,,xyang16,DarkLight1337,2026-02-07,"bug, ready",3920cafdd6a8b20a76fa4805e010ae5da8f3a45f,https://github.com/vllm-project/vllm/pull/33821
#34038,[ROCm][CI] Pinning lm-eval version to resolve multi-modal small eval bug,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),AndreasKaratzas,vllm-bot,2026-02-07,"bug, rocm, ci/build",c490d8cc7389860c1c6f9ae4181c023c7350738f,https://github.com/vllm-project/vllm/pull/34038
#34069,[ROCm][Bugfix] fix act_quant_fusion module import error,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),AndreasKaratzas,vllm-bot,2026-02-08,"bug, rocm, ready",ab10d798555ee3611f82e71cbe573086fb92a4ed,https://github.com/vllm-project/vllm/pull/34069
#34088,[BugFix] Change support no act and mul for marlin,runtime_bug,,TomerBN-Nvidia,mgoin,2026-02-08,"bug, ready, nvidia",a263aa614060f8e6be52ed3de9995450d6c02892,https://github.com/vllm-project/vllm/pull/34088
#34027,[bug-fix] supported_tasks is breaking backward compatibility at init_app_state,runtime_bug,,kouroshHakha,DarkLight1337,2026-02-09,"bug, frontend, ready",a75a5b54c7f76bc2e15d3025d61e63cc91c7b0d7,https://github.com/vllm-project/vllm/pull/34027
#34070,[BugFix] Fix `fastsafetensors` TP all procs using all GPUs,runtime_bug,,njhill,DarkLight1337,2026-02-09,"bug, ready",d9bede0314ba19a3f8336dcaeeeaf9e2c5487053,https://github.com/vllm-project/vllm/pull/34070
#34087,[Bugfix] Fix shared expert input for latent MoE in EP+DP (Nemotron-H),runtime_bug,,TomerBN-Nvidia,tlrmchlsmth,2026-02-09,"bug, ready, nvidia",995bbf38f114a0e1bd7e34d6fd92d255ac2efca7,https://github.com/vllm-project/vllm/pull/34087
#34142,[Bugfix] Avoid duplicate k-proj weight emission in helper,runtime_bug,,artuskg,DarkLight1337,2026-02-09,"bug, ready",eadb4e868bae8acd2e9b764f5827c0500ec44c34,https://github.com/vllm-project/vllm/pull/34142
#34140,[Bugfix] Voxtral prompt/audio placeholder alignment,runtime_bug,,artuskg,DarkLight1337,2026-02-09,"bug, ready",8fd31f62452960efdd6dd7b912c388f487536b3c,https://github.com/vllm-project/vllm/pull/34140
#34167,[ModelRunner V2][BugFix] Fix `max_query_len` calculation,runtime_bug,,njhill,njhill,2026-02-09,"bug, ready, v1, nvidia",e7e52781ff636bf772301c9282a7601c73b8b905,https://github.com/vllm-project/vllm/pull/34167
#34153,[Bugfix][ROCm][GPT-OSS] Use old triton_kernels implementation on ROCm if the new API is not available,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),gshtras,gshtras,2026-02-09,"bug, rocm, ready, gpt-oss",c60f8e3b49eced1a17ba0e11da3f8c107b309df9,https://github.com/vllm-project/vllm/pull/34153
#34198,[Bugfix] Adopt `ChunkGatedDeltaRule` for Qwen3.5,runtime_bug,,ywang96,Isotr0py,2026-02-10,"bug, ready, qwen",047a457fa4af2010303ba775ae6f3ee9c1852c2c,https://github.com/vllm-project/vllm/pull/34198
#34108,[ROCm][Bugfix] Resolve Dynamo tracing crash from amdsmi calls in on_gfx* arch detection,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),AndreasKaratzas,tjtanaa,2026-02-10,"bug, rocm, ready",4cde2e015944495e6bd650a4415cfb342bd73cfb,https://github.com/vllm-project/vllm/pull/34108
#34183,[Bugfix][Core] Fix CPU memory leak from Request reference cycle in prefix caching,runtime_bug,,ywang96,DarkLight1337,2026-02-10,"bug, ready, v1",8a5e0e2b2bb925d162328927b7565514fa355da1,https://github.com/vllm-project/vllm/pull/34183
#34187,[Bugfix] Fix DP Attention Padding in Dummy Run,runtime_bug,,LucasWilkinson,robertgshaw2-redhat,2026-02-10,"bug, ready, v1",81e217fe6b5a3030aa5c4d859a2125b81979bee4,https://github.com/vllm-project/vllm/pull/34187
#34208,[Bugfix] Add `--trust-remote-code` to dataset bench args,runtime_bug,,DarkLight1337,vllm-bot,2026-02-10,"bug, performance, ready",f69b903b4c70716224b3936cb8503e562e25388e,https://github.com/vllm-project/vllm/pull/34208
#34190,[Bugfix] Sort hf_weights_files in fastsafetensors_weights_iterator to match #33491,runtime_bug,,jaim12005,vllm-bot,2026-02-10,"bug, ready",8d48d0a9d9edfc2eb9cee6bb941be20211eb8282,https://github.com/vllm-project/vllm/pull/34190
#29387,[BugFix] Avoid prefix cache hit in the same schedule step for mamba layers,runtime_bug,,heheda12345,heheda12345,2026-02-10,"bug, documentation, ready, v1",97fa8f65909d4d8f2eb0edc2137fb22f576a5b25,https://github.com/vllm-project/vllm/pull/29387
#32022,[Bugfix] Fix memory inconsistency in cross-process shared memory,runtime_bug,,slippersss,njhill,2026-02-10,"bug, ready",5f970120f06daab162b8692cfce39b0f366b9b47,https://github.com/vllm-project/vllm/pull/32022
#34218,[Bugfix] Fix `--trust-remote-code` conflict,runtime_bug,,DarkLight1337,vllm-bot,2026-02-10,"bug, documentation, performance, speculative-decoding, ready",2c32558a3c467253161e32203584c1ecb33bb584,https://github.com/vllm-project/vllm/pull/34218
#34219,[Bugfix] Fix FI kernel`chunk_gated_delta_rule` output shape for Qwen3.5,runtime_bug,,ywang96,Isotr0py,2026-02-10,"bug, ready, qwen",ae4e280602f3c91d322a449f33f5aebbdd59ccc1,https://github.com/vllm-project/vllm/pull/34219
#34220,[V1][BugFix] Fix EAGLE3 encoder cache miss with disable_chunked_mm_input,runtime_bug,,KrxGu,DarkLight1337,2026-02-10,"bug, ready, v1",748625cdafd7898b163115d8c33c7c5521a708e8,https://github.com/vllm-project/vllm/pull/34220
